route_short_name,destination,stop_sequence_real,average_speed,average_speed_7-9,average_speed_79_1518,average_speed_non_79,average_speed_non79_1518
61,Hornsberg,2,16.864979513852667,16.386809169259585,16.532276210168604,16.864979513852667,17.078454671165307
61,Hornsberg,3,19.13000499072774,18.915722479768245,18.43571961311701,19.13000499072774,19.59931287663883
61,Hornsberg,4,15.865810465152931,14.823142875602148,15.094644401208202,15.865810465152931,16.390744557803025
61,Hornsberg,5,14.424568713684426,13.66005752117929,13.580762363083558,14.424568713684426,14.99003616391348
61,Hornsberg,6,14.60210226053436,14.752182301356367,13.54153838374906,14.60210226053436,15.289839928074317
61,Hornsberg,7,18.255498096604445,15.868775444767602,15.5504421072042,18.255498096604445,19.96443549531339
61,Hornsberg,8,18.59730323885554,17.612631867990142,17.47541293670886,18.59730323885554,19.298953695382064
61,Hornsberg,9,12.042943619986294,11.456966091098188,10.461986586229454,12.042943619986294,12.986334374555954
61,Hornsberg,10,18.810967629851625,17.565195312953527,16.818895318903433,18.810967629851625,19.999679631794482
61,Hornsberg,11,20.106000429803455,18.918458979887916,17.763814759104825,20.106000429803455,21.526670426784587
61,Hornsberg,12,14.032267853398363,12.88868673235924,12.371734923987203,14.032267853398363,15.083938708692095
61,Hornsberg,13,15.5520017129141,15.313580700920259,14.148896379302196,15.5520017129141,16.456015887590226
61,Hornsberg,14,18.25693207752598,17.639208163636017,17.567197743535555,18.25693207752598,18.704327321195443
61,Hornsberg,15,17.925769176121932,17.155074553189472,17.120264675742444,17.925769176121932,18.444751941467107
61,Hornsberg,16,13.759970932419682,13.317429291991438,12.69448900644031,13.759970932419682,14.41754558640695
61,Hornsberg,17,14.93081805153778,14.24800416201322,14.068128639417722,14.93081805153778,15.44674015094291
61,Hornsberg,18,18.45825479519737,16.890304594992152,17.437470675071843,18.45825479519737,19.07205962559965
61,Hornsberg,19,11.433304109196033,11.293091741107132,10.591237047843629,11.433304109196033,11.93689323412247
61,Hornsberg,20,16.757761422823577,15.405627012996376,15.482748196929267,16.757761422823577,17.5161026225385
61,Hornsberg,21,22.017558926331454,22.073234067092457,21.55462153571023,22.017558926331454,22.293511833444438
61,Hornsberg,22,19.656235125433838,20.552612807673867,18.830594997873455,19.656235125433838,20.132975715218702
61,Hornsberg,23,17.70189116646171,17.913882008384004,17.158130889693517,17.70189116646171,18.01485930003568
61,Hornsberg,24,18.50934112160799,17.502357397277752,17.64677194081381,18.50934112160799,19.00303023473134
61,Hornsberg,25,21.22498434566618,20.1694514973225,19.724967452604563,21.22498434566618,22.034141723311407
61,Hornsberg,26,20.832387247016854,18.81529019785856,19.588565518893997,20.832387247016854,21.507268437039347
61,Hornsberg,27,31.39708754543297,32.20033195202387,29.52690705425181,31.39708754543297,32.454146083926666
